181.6667	296.3333	280.5925	298.1732
376.3333	271.3333	472.0000	326.3333
236.0000	387.0000	310.0000	402
229.6667	382.0000	300.5833	392.3226
133.6667	93.33330	284.0000	91.6667
156.0000	175.6667	283.6201	182.1972
207.6667	357.0000	289.1957	365.9879
145.0000	106.6667	291.5354	107.899
401.6667	207.0000	514.9471	272.281
406.3333	152.0000	532.2248	224.963
389.3333	246.6667	495.8841	303.6536
194.3333	326.6667	285.2610	334.3856
159.3333	215.3333	279.6667	218.2989
216.6667	368.3333	294.7605	377.9029
253.3333	391.0000	326.6322	408.1893
