278.0000	530.3333	340.8011	569.148
333.6667	502.3333	403.6653	554.4053
186.6667	371.6667	289.4311	386.6229
195.6667	406.6667	287.6801	424.3272
214.3333	430.3333	300.8414	455.2972
435.6320	537.4524	496.0633	615.0591
356.6667	516.6667	423.0215	575.6264
279.0000	480.6667	355.2135	521.894
329.0000	491.3333	401.3963	540.8524
230.0000	441.0000	315.0699	467.3002
260.0000	434.0000	345.7245	471.2089
254.0000	478.3333	330.4465	511.5234
302.3333	496.3333	370.6093	540.1589
341.3333	514.6667	406.9848	571.28
214.7964	528.0031	273.3615	551.083
112.0000	393.0000	201.6484	391.5591
