169.8476	382.1990	83.28550	418.0604
173.3836	321.1106	90.89590	319.2567
187.1227	335.2711	113.6560	342.7945
193.7793	319.7720	123.8416	317.2849
212.0724	274.8040	153.6001	244.4568
237.2180	268.0788	196.4871	233.688
277.4606	242.9331	260.7204	191.541
168.1044	387.8855	82.72710	428.6434
167.5650	422.8150	81.55780	480.6027
156.1932	391.9441	63.49120	434.927
139.3608	373.5137	35.29630	404.9469
191.1126	288.3718	121.1428	265.8499
270.4606	227.0421	250.2863	168.0115
161.1731	374.1218	71.19790	406.6028
212.4057	284.9112	153.8565	260.3711
296.9496	225.9048	292.8477	164.9876
200.2299	280.5879	133.8888	253.6162
277.5293	256.0403	262.3955	211.4622
322.8306	225.4441	333.4157	164.593
168.4207	447.7572	80.03110	526.0641
171.2643	412.2528	88.00090	463.7243
234.1493	278.0485	188.4595	250.0352
