269.1154	292.7985	263.3773	279.385
240.3150	310.5806	244.9761	290.0505
289.1520	388.8846	275.8759	337.7969
260.5491	372.3810	257.2344	328.3626
297.6410	348.0073	282.0934	313.0311
259.1446	344.7654	256.7051	308.7967
295.5824	256.9011	279.4993	256.7573
303.1501	280.3883	283.5279	270.4588
382.4719	361.8548	333.0091	320.0696
170.5788	226.1795	201.4106	237.8868
78.27660	44.08430	144.2379	123.0339
15.69600	75.21800	105.7441	143.9586
24.32230	31.89010	111.5223	117.2052
58.43590	73.63000	133.1019	142.6051
7.069600	104.0769	101.0641	162.2606
75.41390	192.7912	143.9329	218.5224
350.4546	234.7039	313.1099	241.5696
321.9971	247.5692	294.6611	249.3333
286.5481	109.7089	272.6044	166.1483
41.77110	170.1667	122.1267	203.1376
298.8370	95.97990	280.1895	156.8325
275.3498	39.84980	265.2386	121.8769
266.2527	53.31870	262.1096	130.4513
285.5055	76.13920	272.2803	144.3864
313.6978	277.4670	289.4572	268.8395
