158.3912	227.8096	152.8948	230.6792
247.8327	180.9534	210.4027	202.2542
179.8867	240.7379	166.3456	240.6778
228.226	228.7529	197.861	232.0112
395.7458	209.4859	308.3291	222.0039
317.2491	175.114	256.5723	197.5211
313.1626	109.7706	254.6256	153.3948
248.1525	114.321	211.6003	155.9292
429.6143	192.6448	330.375	211.2958
450.4024	209.7542	344.0431	223.897
338.1754	290.6859	267.5797	273.7302
328.886	375.4336	261.2368	331.1313
294.5696	280.9327	243.156	263.6054
174.5222	128.6202	161.8906	166.4245
218.3864	356.8407	192.1353	315.8895
220.1254	380.723	192.9561	330.5779
209.2999	394.0989	187.1614	339.8813
211.2999	431.2124	186.5179	362.0263
369.7568	461.3452	288.104	385.3141
365.7967	352.9569	288.0369	313.577
461.7744	155.8432	352.4442	189.1598
457.423	91.9475	351.5106	145.0888
309.3512	31.6456	254.4298	103.6078
260.8617	67.6287	222.3903	126.8046
238.5879	36.196	211.0062	107.2837
235.2404	78.4684	204.851	132.4643
