286.16	372.4	278.1495	415.2849
358.4	372.4	400.5311	414.95
378	372	433.7863	414.1855
376	330	429.6564	343.4939
279	337	265.4316	355.8359
386	340	446.8089	360.2696
375	344	428.2038	367.0651
278	350	263.9631	377.684
277	326	261.861	337.3667
313	435	324.6604	520.4348
243.0476	201.4029	208.8099	130.951
319.0824	265.0202	333.2185	235.8297
349.8846	325.2454	386.6118	336.2929
232.4927	243.5769	191.1304	198.893
330.9707	345.6429	353.6472	370.916
295.7766	420.5275	294.9836	497.3323
315.6447	326.7747	330.0927	340.1943
347.0678	223.9963	381.6156	168.0638
315.6905	157.2289	327.8461	57.6426
329.3498	266.5495	350.5688	239.1786
