190.12	129.36	133.4933	210.1188
492.8	215.6	415.747	337.2517
372.4	168	305.6076	275.4469
125	28	86.3313	112.9522
173	146	114.0293	221.0644
214.2	50.4	169.9565	147.8411
162	83	113.5501	165.9734
280	107.8	224.9824	208.0671
87	119	34.2994	182.878
183	24	143.7358	119.9777
90	124	36.4406	187.6379
223	141	163.772	225.8165
248	111	193.1461	205.0036
118	116	65.1347	185.9128
347	162	281.7177	265.8216
251	124	193.9491	216.5261
380	141	317.4637	254.0332
355	98	300.0126	213.2648
377	157	311.9103	266.9931
508	59	456.2553	207.8313
518.0578	44.0046	469.4375	196.7902
