351.0944	381.1407	405.9744	477.1714
334.8389	244.1163	437.1502	345.5694
256.8553	269.0238	355.0717	338.0453
364.6914	242.0751	463.4539	354.126
19.52660	39.86350	215.7858	41.9053
7.055900	78.87410	188.7679	78.1434
81.50030	69.67270	260.0506	93.8354
484.7881	428.7828	516.5527	568.4768
385.7225	403.5165	431.4167	514.6918
522.0778	294.9863	597.0521	456.4891
196.9716	348.8974	275.0673	399.0931
153.9231	497.8095	181.3074	522.4264
71.10980	98.95830	241.0464	120.9747
81.98660	86.57890	254.8270	110.173
61.78670	124.3499	221.8650	136.5569
