201.5119	60.90230	60.55480	195.2454
237.8724	94.61500	106.1020	208.5042
254.6816	107.9323	126.6870	212.808
172.5643	126.3867	62.15000	269.6252
314.8095	85.56410	167.9027	162.2803
200.8425	37.71430	52.93220	173.6759
208.3114	51.98540	64.29130	183.5598
309.4579	105.6557	171.9952	182.0641
304.4396	276.4872	236.5347	339.6286
310.9084	292.8352	249.6958	351.9542
305.3768	171.3217	195.4139	244.1832
194.9231	53.21980	53.05310	190.9944
157.4835	128.9817	49.87060	279.681
321.3956	279.2308	251.8895	334.4955
293.2379	215.2343	202.4505	289.1099
241.3993	137.6850	127.1419	246.3592
236.8132	126.5348	118.0211	235.5797
225.6776	151.1721	118.6526	267.985
223.7179	170.9890	124.8582	283.0835
308.6154	137.7656	183.2661	212.4441
294.4029	186.3773	192.1757	263.5253
