139.4942	640.1304	71.9328	342.0693
172.7637	299.2897	89.8583	157.1138
125.27	323.0858	63.8479	170.4892
121.6639	590.6231	60.8088	315.5444
106.1786	556.0085	50.7597	296.0865
272.5541	262.7131	145.9843	138.068
229.8636	711.8383	119.854	382.1121
262.5766	631.2757	139.7835	336.6271
398.3756	583.5851	212.8978	314.4998
77.1097	135.6189	37.728	68.5247
52.9803	579.8425	21.1031	310.4249
74.5415	626.8664	32.6254	335.8913
41.3966	345.5486	19.9521	185.2142
668.8144	554.91	362.1323	299.211
267.8875	347.0788	140.6645	182.196
238.879	364.0717	127.966	193.6058
31.616	112.194	13.9688	54.8043
101.2391	671.9888	46.4821	364.5207
342.662	418.2997	181.0613	222.1383
244.3868	294.3503	129.9722	156.0597
618.8889	485.6202	333.3468	261.7068
240.787	75.4048	128.1813	34.8251
198.7451	604.4263	104.6419	322.4304
19.737	23.2447	6.3961	7.6308
703.5274	168.8242	381.8743	86.8535
